"contrast","gene","log2FoldChange","baseMean","stat","pvalue","padj","positive_group","negative_group","positive_n","negative_n"
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","X1565876_X_AT",0.0383658333333381,3.51853758333333,1.19617831761593,0.233981287619021,0.355358211695007,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","X1565877_AT",0.0282075000000024,3.56788275,1.11110497294445,0.268740830588066,0.395376935800577,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","X1565879_AT",0.115346166666666,6.08463875,2.31269258452264,0.0224403065626313,0.0535369061951911,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","X1565880_AT",0.0450321666666698,4.97007875,1.24333195248136,0.216165222289753,0.334352740866926,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","X1565881_AT",0.0767063333333384,4.104883,1.1320199895153,0.259879359507504,0.385499445835882,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","X1565882_AT",0.0574503333333336,5.64692216666667,1.22733083633422,0.222096657238082,0.3412434905267,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","X1565886_AT",0.0934298333333379,5.22203191666667,0.441865456391378,0.659380535154932,0.761234701395616,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","X1565887_AT",0.0265080000000002,3.87676266666667,0.623700402425183,0.534006204433559,0.656831802368321,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","X1565888_AT",0.0306181666666716,3.60739708333333,1.20669333452189,0.229919830821519,0.350433338691795,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","X1565889_AT",-0.0317959999999973,4.35999433333333,-0.272330344542691,0.785835295851633,0.856845809063843,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","X1565890_AT",0.00145483333333107,4.27233625,0.0347760034233833,0.972316041891362,0.982990293608173,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","X1565892_AT",-0.0871948333333306,4.72165408333333,-2.44511318629624,0.015930561276304,0.040118093080965,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","X1565894_AT",0.117636666666671,5.86768583333333,2.66176597278424,0.00883636687236944,0.0243634654084917,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","X1565895_AT",-0.0386896666666683,4.19871616666667,-1.08751048525287,0.278987202928495,0.406424064571563,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","X1565896_AT",9.05000000059886e-05,4.32870491666667,0.00294772747825455,0.997652943917256,0.998277033757585,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","X1565897_AT",-0.0657338333333266,4.18907975,-2.28156538584268,0.0242747921673358,0.0571411737384919,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","X1565903_AT",0.0966720000000034,5.8927885,2.87147772664272,0.00483016923595021,0.0144955989283469,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","FLJ46026",0.0946560000000094,6.36354516666666,2.56194862958846,0.011644367515776,0.0308268644566053,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","NADSYN1",0.106722791666672,6.6413016875,2.18656312094665,0.0307114499254228,0.0696007900407025,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","X1565909_AT",0.0707761666666666,5.16940258333333,1.80565926958743,0.073474365210875,0.14233866201919,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","LOC283693",0.00372005555556143,4.87970852777777,0.217518344081097,0.828173232723307,0.887881521109854,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","X1565913_AT",-0.0873171666666614,4.60452058333333,-1.36749173526319,0.174022876336754,0.282922976363474,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","X1565915_AT",-0.0213698333333285,3.72038841666667,-0.702778847471003,0.483552485114627,0.611217266941588,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","X1565917_AT",0.0283820000000006,3.58552233333333,1.36388973481562,0.175150965637686,0.284309530025614,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","X1565918_A_AT",0.0159393333333373,4.87298766666667,0.608385345452534,0.544079898747334,0.665408874013721,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","X1565920_AT",-0.00113349999999945,3.75350908333333,-0.0235842474611986,0.981223346115807,0.988459971037553,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","X1565921_A_AT",0.0699571666666738,4.57396025,3.01401534475655,0.00314524107407767,0.0100500305908198,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","X1565923_AT",-0.0181309999999955,3.60720716666667,-0.763348158021143,0.446751480857785,0.576793778378279,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","X1565924_A_AT",-0.016489666666665,3.77373833333333,-0.727879603553757,0.468102853473767,0.596937294602033,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","SLC17A4",0.0206620833333391,4.765458875,0.617404765318322,0.538135679486411,0.660043573059598,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","X1565927_S_AT",-0.0528553333333255,4.69236766666667,-1.3808931202608,0.169874001858289,0.277809076624881,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","X1565928_AT",0.156828833333343,5.47852475,4.35681461824701,2.79566907789919e-05,0.000155037881434692,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","X1565929_S_AT",0.0215815000000017,4.42680191666667,0.484326062730749,0.629035835844548,0.736893287812497,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","ZGRF1",0.0882593333333412,4.32159108333333,3.40224364909096,0.000908293212543009,0.00341915769914629,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","LMO3",-0.0611430416666625,6.4759606875,-0.409809626802863,0.682675062312117,0.779208529000118,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","CHML",0.0106350000000068,5.10862191666667,0.180220654559618,0.857282840733678,0.907649064681075,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","X1565974_AT",0.00346000000000668,5.46520133333333,0.098742096093355,0.921507529751451,0.950775037434916,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","X1565975_AT",-0.0177509999999961,4.6283145,-0.131077583119465,0.895933074396875,0.933697097246707,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","X1565976_AT",0.0941643333333388,5.06963916666667,0.701854792906154,0.484126544243281,0.611699520268574,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","X1565978_A_AT",0.017064500000008,3.71741658333333,0.607828383897915,0.544448043381672,0.665652997240018,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","X1565998_AT",-0.0481713333333333,4.37859316666667,-1.5656618054512,0.120056838054307,0.211777569364466,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","BX648501",-0.0117808333333329,3.74147608333333,-0.42392654457004,0.672377093536382,0.771111166254355,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","X1566001_AT",-0.0143301666666655,5.86338375,-0.201469894410322,0.840671727822316,0.896525575880298,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","X1566002_AT",0.0999108333333325,5.31697258333334,2.46328949491173,0.0151827929354744,0.0385970175648945,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","X1566003_X_AT",0.177342666666668,6.277506,4.29814885174945,3.51943202517792e-05,0.000190302150986812,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","X1566029_AT",-0.00791883333332777,5.66717291666667,-0.1606672900932,0.872625173858885,0.91847521612293,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","X1566030_AT",0.00592283333333476,3.66051675,0.22744516449242,0.820464026641519,0.882160566869528,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","X1566032_AT",0.0095223333333303,4.41307183333334,0.27640032168075,0.78271531751574,0.854881513726584,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","X1566033_AT",-0.0108758333333236,4.52646375,-0.426070149496419,0.670818751072338,0.769960112781257,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","DGCR7",0.0339618333333318,5.1645215,1.29624735525916,0.197373616564651,0.312048191895089,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","X1566040_AT",0.00864800000000354,4.7984755,0.179268373841425,0.858028823365642,0.908045493059852,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","X1566041_AT",0.00497833333334086,4.4748155,0.145320075997966,0.884701575848643,0.926459466900268,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","X1566042_AT",0.0170041666666707,4.19148225,0.700460285615631,0.484993575149927,0.612368942910963,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","X1566043_AT",0.0587246666666745,3.91403516666667,1.53666329319792,0.127004065498975,0.22120031029643,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","X1566044_AT",-0.0263938333333362,4.70623191666667,-0.696220828777628,0.48763466729946,0.614933754654725,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","X1566046_AT",-0.0280008333333295,3.95702191666667,-0.80946061598641,0.419849769278778,0.551564961121239,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","X1566047_AT",0.00148416666667073,3.63711958333333,0.0613154997009093,0.951209785990828,0.969799310400956,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","RPS16P5",-0.334666499999999,7.70013225,-1.69511019485831,0.0926436661887606,0.17169584777945,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","LOC102723697",0.0762066666666703,4.1815815,2.59516276083136,0.0106316446535103,0.0285213191156528,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","DLEU7",0.00529316666667157,4.00810325,0.135800574850586,0.892206110751403,0.931371130102934,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","RP11-210K20-4",0.036276666666665,4.105525,1.97042931148686,0.0510881190064406,0.10601009920669,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","X1566084_AT",0.192171833333337,5.29889225,3.4110628927787,0.000881944181327241,0.00333455296738638,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
